comparison,mode,source_file,source_path,run_type,focal_current_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label,question_id,product,cited,ref_count,first_citation_index,first_citation_score,citation_position_proxy,citation_position_score,citation_share_of_voice,recommendation_rank_proxy,rank_score_proxy,top1_cited_flag,brand_mentioned,brand_mention_count,first_mention_index,first_mention_score,mention_share_of_voice,mention_position_proxy,mention_position_score,average_mention_position_proxy,top1_mentioned_flag,feature_categories,feature_count,feature_coverage,tfidf_product_answer_similarity,bigram_overlap_product_answer,pais_product_answer_influence_score,brand_context_sentiment_score,brand_context_positive_hits,brand_context_negative_hits,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,1,Monos,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,152,Delsey > Delsey > Travelpro,,
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,1,BEIS,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,152,Delsey > Delsey > Travelpro,,
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,1,Travelpro,1,1,3.0,0.3333333333333333,3,0.6,0.3333333333333333,2,0.8,0,1,2,3.0,0.3333333333333333,0.5,2,0.8,2,0,,0,0.0,0.05071619975021293,0.0,0.1601432399500426,-0.3333333333333333,1,2,152,Delsey > Delsey > Travelpro,[Travelpro],"The Travelpro Platinum Elite Carry-On Expandable Hardside Spinner is also a strong choice because it has 45 L of volume, a 2-inch expansion option, and is sizer-bin tested for overhead bins on most major domestic airlines, but the page warns that the fully expanded carry-on may not meet airline restrictions."
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,1,Delsey,1,2,1.0,1.0,1,1.0,0.6666666666666666,1,1.0,1,1,2,1.0,1.0,0.5,1,1.0,1,1,capacity_volume;dimensions;expansion;material_shell;overhead_bin_or_airline_fit;packing_organization;tradeoff_or_limitation;trip_length;wheels_mobility,9,0.47368421052631576,0.12454739379350853,0.10465116279069768,0.5020106619492363,0.5555555555555556,7,2,152,Delsey > Delsey > Travelpro,"[Delsey]
It is also practical for this trip length because it has dual compartments, compression cross straps, a zippered divider, mesh pockets, and included laundry and shoe bags, so the capacity is supported by useful organization. [Delsey]
The Travelpro Platinum Elite Carry-On Expandable Hardside Spinner is also a strong choice because it has 45 L of volume, a 2-inch expansion option, and is sizer-bin tested for overhead bins on most major domestic airlines, but the page warns that the fully expanded carry-on may not meet airline restrictions.","For a 3-5 day trip, I would recommend the Delsey CHATELET AIR 2.0 Carry-On Plus Spinner first because the page specifically says the Carry-On Plus is ideal for 3-5 day trips, fits 5-7 outfits, has 44 L of volume, and fits overhead on most U.S."
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,1,INUSA,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,152,Delsey > Delsey > Travelpro,,
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,2,Monos,1,1,4.0,0.25,4,0.4,0.25,3,0.6,0,1,1,3.0,0.3333333333333333,0.3333333333333333,3,0.6,3,0,,0,0.0,0.06461418576726963,0.0,0.14625617048678727,1.0,3,0,132,Travelpro > Travelpro > Delsey > Monos,[Monos],"Monos also looks protective, but the provided page gives fewer concrete protection details beyond an unbreakable polycarbonate shell, aerospace-grade polycarbonate, a TSA-approved lock, and premium materials."
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,2,BEIS,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,132,Travelpro > Travelpro > Delsey > Monos,,
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,2,Travelpro,1,2,1.0,1.0,1,1.0,0.5,1,1.0,1,1,1,1.0,1.0,0.3333333333333333,1,1.0,1,1,cleaning_care;durability_protection;lock_security,3,0.15789473684210525,0.09899209912354011,0.23076923076923078,0.4526594184751804,1.0,4,0,132,Travelpro > Travelpro > Delsey > Monos,"[Travelpro]
It also adds aluminum corner armor for high-impact areas, a textured finish to reduce the visibility of scuffs or scratches, and a built-in TSA-approved lock. [Travelpro]
Delsey is the strongest alternate if zipper security is the priority because its patented SECURITECH zip is described as 3 times more resistant than a standard zipper and intended to offer optimal protection and security for belongings.","The Travelpro seems best if durability and protecting belongings matter most because its page describes an ultra-strong, easy-to-clean 100% polycarbonate shell that flexes on impact to prevent cracking and keep contents protected."
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,2,Delsey,1,1,3.0,0.3333333333333333,3,0.6,0.25,2,0.8,0,1,1,2.0,0.5,0.3333333333333333,2,0.8,2,0,comparison_ready_evidence;durability_protection;lock_security;material_shell;sustainability;tradeoff_or_limitation,6,0.3157894736842105,0.04457308905629618,0.03571428571428571,0.2274296554052442,1.0,4,0,132,Travelpro > Travelpro > Delsey > Monos,"[Delsey]
Monos also looks protective, but the provided page gives fewer concrete protection details beyond an unbreakable polycarbonate shell, aerospace-grade polycarbonate, a TSA-approved lock, and premium materials.",Delsey is the strongest alternate if zipper security is the priority because its patented SECURITECH zip is described as 3 times more resistant than a standard zipper and intended to offer optimal protection and security for belongings.
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,2,INUSA,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,132,Travelpro > Travelpro > Delsey > Monos,,
